治	192218
取	189740
场	189200
思	188730
电	188078
空	187864
边	187718
统	187270
件	186928
期	186675
克	185512
帝	185402
亲	184741
复	184103
住	183990
请	183411
市	182781
六	182450
放	181974
风	180844
资	180714
求	180685
史	180461
色	178066
形	177842
望	177387
传	176625
八	176594
府	175390
眼	175349
领	175241
清	175235
决	174391
笑	173440
告	173343
叫	170831
队	170486
强	169857
往	169310
区	168843
交	168593
武	168547
达	168497
社	168283
权	166785
科	165989
九	165868
设	165610
李	164342
观	164070
记	163761
改	162950
展	162560
字	162385
故	162249
品	161665
议	161057
象	160760
花	160137
七	159351
完	159273
林	158915
基	158901
服	158808
带	158751
据	158364
界	158275
云	157253
觉	156903
像	155766
院	155534
飞	153140
远	152267
收	152207
石	151297
众	150676
车	150235
候	149484
类	149419
程	149163
转	149126
共	149119
千	149072
式	148885
失	148762
流	148597
每	148088
该	147670
朝	147649
始	147204
连	146272
术	145952
近	145903
格	145517
济	145485
干	145235
运	145084
怎	144959
步	144832
台	144516
让	143708
江	142927
河	142025
识	141519
规	141400
拉	140739
切	140280
极	140246
持	140065
若	140033
英	139314
争	138224
功	137856
深	137677
备	137470
造	137184
阳	136418
快	136149
集	135005
布	134616
尽	133031
周	133010
宗	132704
病	132664
华	132403
称	131938
罗	131828
爱	131534
导	131375
确	131223
呢	130994
办	130675
节	130487
根	130467
击	130084
商	127543
陈	127053
火	126942
兴	126488
京	126279
注	126258
虽	126209
杀	126192
父	125984
存	125880
臣	125752
准	125605
广	125039
首	124986
乎	124363
具	123904
甚	123872
黄	123742
满	123653
容	123566
单	123501
联	123453
调	122803
吃	122554
古	122494
算	121931
坐	121890
早	121847
引	121804
须	121400
离	121221
证	121209
约	121133
母	121012
组	120475
房	120181
曾	119499
似	119441
易	118224
随	118171
精	117952
视	117502
尚	117388
断	117385
乃	117379
影	117184
除	117112
青	116992
初	116823
息	116306
守	116132
党	116040
半	114901
县	114515
轻	114377
质	114302
语	114237
越	114128
况	114068
举	113874
皇	113416
钱	113334
历	113321
留	113227
乐	113092
章	113000
照	112533
器	112052
写	112037
团	111293
诸	110849
闻	110496
亦	110468
足	110170
余	109832
整	109736
价	109581
号	109496
级	109401
参	109382
示	109081
支	108523
红	108480
阿	108394
消	107995
图	107977
星	107929
落	107275
礼	107058
营	106543
增	106256
土	106109
际	106046
致	105897
志	105715
夜	105636
需	105318
皆	105205
左	105003
究	104759
汉	104662
念	104319
既	104197
送	103476
显	103451
置	103227
亚	103168
推	103078
居	102821
列	102713
君	102471
包	102343
技	102118
线	101498
弟	101492
客	101308
委	101111
终	101059
选	100384
龙	100347
势	99656
考	99524
右	99064
属	98897
酒	98265
农	98067
片	97994
希	97912
破	97833
谓	97572
喜	97430
费	97336
谈	97074
音	96907
查	96845
专	96769
止	96594
吗	96441
找	95872
食	95753
装	95456
绝	95363
答	95330
敌	95252
害	95141
密	95115
研	95051
刘	94803
依	94730
按	94594
久	94466
宝	94457
攻	94248
企	94067
案	93966
察	93806
黑	93586
突	93448
倒	93431
局	93177
投	93127
衣	93100
愿	93032
省	93007
欲	92849
率	92835
严	92733
待	92283
归	92137
医	92010
玉	91994
船	91782
奇	91754
护	91710
卫	91643
岁	91597
律	91451
标	91121
罪	90904
吧	90886
群	90620
春	90299
响	90104
仍	89668
某	89639
细	89521
承	89473
拿	89368
施	89240
急	89179
职	89161
另	88691
敢	88676
跟	88382
讲	88363
防	88032
独	87916
责	87897
较	87532
威	87280
苏	87185
双	87141
善	86770
校	86267
友	86160
围	86131
仅	85765
纪	85757
族	85679
谁	85662
惊	85638
底	85583
孩	85433
革	85381
维	85224
巴	85162
供	85047
斗	84989
降	84730
卷	84712
姐	84667
封	84607
构	84297
站	83697
验	83533
苦	83502
差	83453
刻	83421
益	83408
派	83385
紧	83384
料	83372
异	83126
例	83096
祖	82857
宫	82585
乱	82496
素	82408
怕	82330
男	82231
效	81781
般	81725
段	81535
福	81453
银	81313
晚	81200
宣	81125
户	80592
游	80450
香	80408
采	80276
修	80228
娘	80095
木	79917
态	79801
够	79657
划	79652
续	79516
境	79476
米	79379
假	78608
微	78598
试	78538
伤	78490
刚	78482
状	78334
兰	78170
诉	78154
助	77815
征	77345
胜	76839
竟	76429
项	76288
继	76144
爷	76034
疑	75996
印	75848
速	75783
齐	75709
低	75599
室	75414
退	75297
脸	75166
限	75014
热	74865
田	74780
值	74591
怀	74506
郎	74449
纳	74399
氏	74259
景	74246
执	74233
型	74090
欢	73904
毛	73739
免	73675
略	73618
批	73360
犯	73291
否	73229
灵	73214
药	73018
射	72958
监	72924
织	72505
陆	72439
句	72333
孙	72043
兄	71681
罢	71486
劳	71345
获	71036
旧	70907
网	70813
预	70497
忙	70486
贵	70320
错	70311
树	70176
追	70061
临	70033
伯	69927
育	69852
普	69784
诗	69735
副	69587
充	69580
永	69484
财	69404
适	69141
圣	69027
血	68966
弹	68762
拜	68749
雷	68727
妇	68598
哪	68530
源	68343
遂	68172
创	67607
胡	67548
习	67528
负	67364
策	67228
败	67196
宋	67117
御	67056
讨	67045
富	67039
尼	66824
范	66677
球	66495
秋	66493
冲	66454
恩	66322
哥	66297
寻	66277
恶	66236
停	66232
良	66213
股	66067
险	66060
波	65998
刺	65901
述	65783
谢	65716
环	65689
莫	65663
脑	65647
草	65178
忽	65172
侍	65110
静	65007
散	64987
判	64917
养	64833
积	64786
遣	64625
怪	64408
耳	64379
镇	64257
登	64255
遇	64079
恐	64048
唐	63798
堂	63769
诏	63745
著	63573
幸	63498
排	63402
简	63277
宁	63246
升	63227
检	62876
铁	62338
角	62313
顾	62292
村	62223
读	62004
挥	61803
矣	61654
冷	61546
模	61461
佛	61198
杨	61155
梦	60974
救	60950
阵	60858
哈	60827
暗	60786
买	60768
督	60572
楚	60537
配	59867
痛	59641
授	59528
肯	59361
雨	59235
占	59217
楼	59198
呼	59127
顺	59099
阴	58940
吾	58901
奏	58898
固	58870
皮	58857
警	58789
甲	58737
担	58626
妈	58420
坚	58393
阶	58359
忠	58299
背	58200
姓	58066
索	57907
穿	57842
吴	57624
凡	57582
吉	57567
激	57494
审	57243
剑	57060
层	57030
洲	56964
脚	56947
乡	56757
沙	56743
托	56706
奉	56557
沉	56386
亡	56341
康	56300
宜	56175
超	55916
谋	55854
演	55491
协	55452
湖	55298
姑	55198
赵	54795
付	54785
班	54505
招	54351
夏	54188
掌	54136
减	54101
伊	54089
妻	54063
鲁	54054
野	54039
释	53895
亮	53857
顿	53807
录	53728
丁	53712
移	53473
危	53253
税	53152
座	53009
优	52905
烈	52884
卡	52783
丽	52779
遗	52727
画	52668
屋	52659
您	52647
鱼	52639
慢	52578
露	52572
啊	52386
端	52361
徒	52093
坏	52078
杂	52005
渐	51895
藏	51821
压	51742
贼	51704
温	51559
卿	51451
帮	51368
松	51334
换	51279
侯	51276
抗	51244
午	51150
郡	51038
洋	51025
席	50885
艺	50872
禁	50805
赶	50703
牛	50661
申	50584
仙	50563
误	50515
钟	50423
块	50208
饭	49944
迎	49867
货	49457
补	49352
博	49319
智	49239
仁	49221
款	49215
毕	49213
延	48982
隐	48879
私	48846
谷	48828
附	48728
骑	48649
郑	48343
殿	48337
叶	48330
虎	48257
载	48191
航	48017
控	48009
刑	47865
荣	47844
央	47809
概	47756
庄	47721
岛	47698
脱	47612
介	47540
盖	47500
序	47413
秦	47345
庭	47325
词	47104
睡	46947
召	46795
怒	46679
枪	46675
跑	46650
虑	46637
靠	46625
味	46610
献	46573
曲	46560
笔	46539
雪	46403
份	46203
仪	46143
困	46131
庆	46048
旁	46023
互	45968
灭	45873
梁	45763
园	45756
评	45754
短	45711
川	45697
编	45649
探	45646
歌	45569
乘	45556
蒙	45544
鬼	45376
欧	45348
洛	45347
烟	45242
尊	45175
休	45003
朋	44970
典	44962
架	44939
犹	44930
徐	44899
秘	44814
逃	44794
核	44665
雄	44657
版	44650
勒	44212
泽	44198
掉	44187
魏	44145
刀	44130
缺	44126
均	44038
摇	43937
喝	43847
敬	43812
卖	43761
损	43758
卒	43756
括	43747
域	43742
迁	43736
测	43677
虚	43376
逐	43292
毫	43239
避	43006
借	42815
辞	42782
牙	42672
额	42644
岸	42605
赐	42587
予	42392
舍	42322
洞	42160
扬	42138
湾	41974
馆	41850
舰	41838
鼓	41816
盛	41698
巨	41513
板	41389
材	41322
鲜	41276
输	41269
遍	41188
肉	41125
含	41074
择	41050
秀	40928
毒	40819
篇	40813
兼	40662
婚	40481
呀	40394
妹	40270
伦	40216
访	40197
骨	40183
陵	40124
弄	39884
诚	39880
炮	39774
盘	39768
旅	39735
店	39685
销	39671
疾	39634
俄	39476
末	39447
贤	39426
孝	39299
哭	39147
床	39073
吏	38993
健	38990
朱	38979
戏	38890
票	38876
晋	38763
韩	38744
岂	38576
迹	38438
伏	38382
忘	38361
剧	38306
奔	38193
顶	38166
油	38145
跳	38127
弃	38117
睛	38078
辛	38007
彼	37985
厚	37844
练	37754
暴	37733
训	37702
丝	37654
纸	37499
珠	37449
尤	37399
丈	37391
束	37366
唯	37247
嘴	37187
港	37186
吸	37125
孔	37084
弱	37051
折	37019
灯	36991
震	36914
替	36871
诺	36858
翻	36648
塞	36585
梅	36563
舞	36478
丹	36374
赞	36321
遭	36304
廷	36182
熟	35907
雅	35846
疗	35647
婆	35430
庙	35358
厂	35248
库	35243
袭	35215
叔	35119
尝	35091
凤	34976
侵	34895
赏	34871
抚	34749
忍	34684
醒	34597
默	34563
拥	34555
迫	34531
绿	34528
页	34444
奥	34415
勇	34410
街	34372
昌	34303
缘	34198
累	34172
玄	34010
轮	34007
抱	33986
窗	33984
抓	33850
废	33763
冰	33711
振	33705
童	33622
丰	33612
玩	33584
宽	33548
萨	33544
夺	33442
杜	33395
焉	33321
潜	33283
趣	33257
抵	33231
隆	33112
符	33053
乌	33034
役	32989
俱	32953
伙	32876
炸	32749
塔	32681
罚	32636
茶	32610
坦	32573
彩	32555
曹	32530
泰	32483
叹	32454
础	32453
途	32431
奶	32403
寒	32401
残	32391
寿	32386
患	32362
奴	32243
晓	32210
恨	32192
悲	32183
猛	32176
圆	32152
缓	32122
冬	32058
丧	32011
帅	31954
软	31945
握	31942
纵	31940
巡	31846
筑	31763
饮	31758
崇	31757
贾	31746
洪	31669
耶	31661
操	31657
烧	31613
妙	31530
赛	31481
摆	31433
尉	31413
宇	31400
麻	31385
稳	31349
惟	31250
粮	31216
森	31165
绍	31107
陷	30911
杰	30815
偏	30776
孤	30745
违	30622
悉	30580
毁	30407
援	30406
纯	30309
巧	30301
横	30296
迷	30275
爸	30224
旨	30158
闲	30154
俗	30087
番	30065
季	30016
贝	29968
聚	29900
亿	29863
套	29820
灾	29803
泪	29788
忧	29744
狂	29707
喊	29666
戴	29658
纷	29604
透	29584
蒋	29505
析	29404
浪	29376
盟	29247
薄	29152
殊	29135
阻	29106
竞	29078
旗	28990
闪	28958
柳	28947
姆	28873
扩	28862
允	28860
驾	28846
混	28828
僧	28819
植	28803
哲	28781
穷	28686
乙	28681
埃	28659
旦	28634
伟	28602
桥	28594
珍	28493
促	28473
嘉	28464
烦	28446
燕	28429
祭	28335
墙	28271
径	28236
购	28216
拍	28200
尺	28188
伸	28181
鸟	28153
仲	28063
挂	28043
币	28020
洗	27971
贫	27846
启	27834
距	27701
劝	27690
辰	27654
盗	27650
努	27632
桌	27618
仆	27564
染	27564
厅	27541
针	27533
疏	27530
贸	27507
荒	27504
裁	27490
迅	27440
阁	27401
惠	27318
迟	27304
沿	27287
享	27270
闭	27255
侧	27206
拔	27189
贡	27161
凶	27069
捕	27061
唱	27037
措	27027
丞	27021
抽	26969
课	26893
闹	26889
尾	26870
络	26770
杯	26699
衡	26635
翼	26632
汝	26631
稍	26616
愈	26605
蓝	26555
颜	26532
邪	26528
瑞	26525
丑	26460
宿	26406
壁	26330
羊	26286
芳	26254
售	26250
倾	26228
咱	26224
冒	26173
瓦	26171
麦	26124
宾	26118
魔	26103
赤	26079
摩	26077
硬	26044
署	26030
寺	25999
牌	25981
恰	25910
魂	25856
偷	25856
紫	25845
淮	25779
弗	25725
菜	25641
莱	25610
涉	25608
驻	25577
狱	25501
孟	25493
昭	25467
吹	25456
镜	25398
狗	25311
融	25275
拒	25264
渡	25191
骸	24971
惧	24953
甘	24913
肃	24893
培	24813
冠	24682
彻	24549
井	24537
俊	24537
骂	24519
触	24457
订	24452
赖	24425
怨	24402
搞	24370
仰	24360
恭	24356
隔	24286
爵	24220
朗	24202
详	24195
译	24184
净	24080
枝	24066
繁	24040
侠	24035
浮	23941
奋	23934
汇	23869
暂	23837
吕	23836
奖	23813
幽	23763
垂	23713
耐	23696
津	23630
宪	23625
眉	23607
戒	23593
啦	23405
签	23403
邦	23384
宰	23378
颇	23373
讯	23351
伴	23317
壮	23314
灰	23279
帐	23243
昨	23219
厉	23214
籍	23174
贯	23138
贺	23108
惯	23005
挑	22996
鸡	22979
奈	22944
伐	22906
偶	22877
惜	22870
胆	22866
陛	22830
淡	22812
旋	22774
沈	22756
懂	22703
凭	22631
辈	22582
虫	22539
岳	22539
障	22498
倍	22474
仇	22472
萧	22469
辩	22418
曼	22400
妖	22359
赋	22325
卢	22314
抬	22311
仿	22307
债	22258
赴	22240
泉	22169
汽	22151
幕	22150
播	22143
恢	22110
竹	22073
奸	22070
零	22032
潮	22023
呆	22005
朔	21994
刊	21990
禄	21989
桑	21959
尸	21948
汤	21936
鸣	21890
幼	21864
悄	21830
撤	21790
斩	21763
炎	21720
鼻	21709
箭	21673
慈	21562
荡	21464
泛	21436
郭	21320
缩	21309
扶	21308
艾	21288
赠	21232
玛	21217
昏	21189
映	21180
腰	21115
晨	21101
豪	21075
貌	21067
赫	20995
描	20981
岩	20911
袋	20884
胸	20877
池	20854
勤	20804
祥	20791
隶	20768
穆	20756
粗	20755
裂	20754
荷	20712
凉	20702
症	20697
汗	20683
贞	20651
彭	20641
敏	20636
寄	20634
租	20629
爆	20612
哀	20552
润	20548
舒	20528
腿	20523
册	20499
轰	20478
掩	20460
祝	20437
祸	20426
摸	20384
忆	20370
偿	20364
抢	20333
怜	20310
摄	20304
牧	20266
丙	20252
绪	20252
逼	20219
傅	20143
乏	20096
堆	20088
庚	20069
辅	20067
瞧	20033
尖	20006
董	19994
惑	19983
扰	19981
趋	19922
韦	19914
黎	19865
哉	19733
佳	19722
返	19706
阅	19644
屈	19543
吐	19524
薛	19514
圈	19425
扫	19417
驱	19414
墨	19413
碎	19384
吓	19367
估	19357
劲	19314
冯	19300
锦	19290
慰	19276
肩	19274
醉	19262
剩	19244
逆	19240
盐	19235
邓	19150
递	19127
粉	19055
牵	19031
辽	19030
遵	19010
陶	18979
翰	18976
寇	18961
悦	18951
唤	18944
遥	18908
艘	18898
扎	18897
乾	18894
叛	18885
碰	18852
污	18830
伍	18824
叙	18768
峰	18747
饰	18710
佩	18703
绕	18678
溃	18567
慌	18556
糊	18546
匹	18511
伪	18499
腹	18459
挺	18438
幻	18437
辑	18415
撒	18374
贴	18350
泥	18329
媒	18297
壬	18294
慧	18286
仔	18265
葬	18245
胞	18238
乞	18238
亭	18190
尘	18173
码	18164
欣	18142
邻	18081
恋	18023
辆	18018
焦	17995
嗣	17978
乔	17945
呈	17870
霍	17847
拟	17837
箱	17817
跃	17784
仗	17767
莲	17762
覆	17729
锁	17721
羽	17704
咸	17670
铺	17668
陪	17641
爬	17617
戊	17608
勿	17581
飘	17568
仓	17559
诛	17543
漫	17538
夷	17507
悟	17486
撰	17467
愤	17425
辉	17397
滑	17351
幅	17350
廉	17350
宅	17338
丘	17317
寅	17281
艇	17265
谕	17252
柔	17237
迪	17235
弥	17229
扑	17227
撞	17217
寸	17194
胁	17190
荆	17149
蛋	17147
巳	17143
频	17127
唬	17106
矿	17095
契	17073
腾	17062
插	17047
碍	17038
储	17001
锋	16993
龄	16971
盾	16966
兽	16918
洁	16868
桃	16845
朕	16812
袁	16811
餐	16808
惨	16807
绩	16794
儒	16780
馀	16772
谏	16763
磨	16758
搜	16746
拖	16738
勃	16717
舟	16651
诊	16635
豫	16631
骗	16608
聪	16604
酸	16604
屯	16597
综	16586
堡	16558
亏	16557
牢	16550
鉴	16548
凯	16536
昔	16529
颗	16514
殖	16499
慎	16462
夕	16461
癸	16447
柱	16446
甫	16408
袖	16380
宴	16337
衰	16320
琴	16299
铜	16297
苍	16266
菲	16263
液	16213
桂	16195
愚	16179
矛	16168
励	16144
夹	16101
歇	16061
拾	16054
翠	16030
堪	16016
踪	16011
割	16005
疲	16005
宙	15940
掠	15931
滚	15899
腊	15894
埋	15863
酉	15862
佐	15858
欺	15830
卯	15807
亥	15791
捉	15739
妃	15727
谨	15717
蛇	15674
狄	15664
贪	15626
厌	15621
蒂	15595
耍	15595
帕	15581
截	15572
蔡	15565
柏	15537
券	15520
哩	15504
鸿	15499
敦	15491
溪	15466
蛮	15453
裕	15449
朵	15445
匆	15432
秩	15397
庶	15392
猎	15375
猜	15362
沟	15361
邑	15326
涂	15313
弘	15303
崔	15280
逊	15273
劫	15243
跌	15231
荐	15190
寨	15190
践	15181
凝	15178
浅	15148
辖	15131
坡	15124
狼	15123
牲	15109
循	15099
肥	15097
逢	15096
诱	15081
押	15072
坛	15049
玻	15037
侦	14960
忌	14911
恼	14894
钦	14894
霞	14854
浑	14837
畏	14809
翁	14808
殷	14806
卧	14766
询	14713
丢	14701
键	14701
兹	14671
躲	14648
跪	14635
饥	14630
郊	14623
揭	14621
邮	14608
履	14595
枢	14592
彦	14573
霸	14506
悔	14500
蜀	14499
窃	14480
慕	14468
凌	14450
戌	14432
抑	14426
桓	14418
械	14398
雾	14394
臂	14385
拢	14384
卜	14332
葛	14319
浓	14234
祀	14179
愁	14173
贷	14158
脉	14139
捷	14123
嫌	14123
阔	14115
鞋	14095
拨	14083
艰	14076
驶	14076
漂	14059
齿	14051
椅	14044
斜	14039
墓	14035
届	14018
瓶	14012
燃	14011
狠	13951
咬	13935
屏	13933
爹	13926
陕	13918
昆	13910
咐	13898
驰	13865
寂	13827
辨	13822
丛	13796
疯	13776
稿	13774
辟	13767
岭	13752
剂	13750
辱	13737
邀	13722
览	13670
帽	13666
尹	13619
腐	13612
寡	13599
悬	13581
敕	13577
誉	13572
嫁	13568
稀	13553
削	13546
闷	13540
熙	13538
粒	13525
於	13500
襄	13483
钢	13465
搭	13446
浙	13444
徽	13426
兆	13424
锡	13419
戈	13416
豆	13403
俩	13362
纲	13339
耕	13331
浩	13324
宏	13322
扣	13293
妨	13288
涌	13262
吟	13217
筹	13211
鼠	13195
娜	13190
躺	13155
鹿	13143
勋	13137
扇	13131
斤	13127
抛	13071
碧	13067
妾	13060
熊	13055
崩	13052
疼	13030
敲	13027
渔	13019
纠	12995
庞	12944
恕	12941
暖	12937
澳	12909
恒	12868
逻	12859
弓	12850
挤	12850
添	12838
炼	12837
晃	12819
搬	12804
倘	12779
盈	12742
湘	12725
肚	12706
猪	12684
卑	12670
苗	12669
泄	12646
柴	12617
瑟	12599
瓜	12595
茂	12575
谦	12571
迈	12569
烂	12555
弯	12544
踏	12541
梯	12539
锐	12531
赦	12489
茫	12463
讼	12443
拳	12438
耀	12429
衙	12405
禅	12383
钻	12354
峡	12348
郁	12325
阙	12307
冤	12301
妄	12278
徙	12267
虏	12218
耗	12214
轨	12204
吞	12171
淫	12170
虞	12158
杖	12145
携	12136
脏	12124
汪	12114
舅	12056
斥	12039
嫂	12022
呵	11995
戚	11966
谥	11965
吩	11964
斋	11952
宠	11946
羞	11941
吊	11915
嘛	11908
肠	11899
肝	11884
轿	11869
雕	11837
湿	11825
琼	11810
娇	11768
昂	11761
弦	11752
顷	11750
沃	11740
舆	11715
猫	11712
笼	11685
晕	11677
潘	11668
姻	11643
诣	11617
勾	11588
碗	11570
姿	11565
绳	11564
狐	11557
肌	11557
渊	11542
雍	11537
庸	11517
吨	11512
鼎	11456
喷	11442
姚	11441
勉	11416
毅	11398
赔	11369
靖	11360
雇	11359
屡	11354
跨	11344
泣	11292
催	11289
卓	11268
擦	11250
畜	11234
稽	11232
纹	11230
漏	11219
妥	11215
姊	11210
囊	11194
饶	11160
芬	11150
穴	11142
抖	11139
姨	11083
披	11072
漠	11063
旱	11054
仕	11054
滋	11040
乳	11038
舌	11038
绣	11011
滴	11007
扁	10990
浦	10990
俺	10958
瘦	10934
扯	10915
竭	10892
惩	10881
枚	10879
丫	10871
僚	10870
涨	10866
晶	10822
兮	10822
誓	10816
酬	10813
唇	10806
晴	10766
疫	10765
肿	10757
胖	10724
擒	10702
拘	10687
粹	10659
戎	10645
煤	10635
蔽	10632
弊	10631
饿	10623
欠	10618
聊	10610
禀	10603
舱	10580
肤	10567
痕	10558
缝	10554
韵	10530
冀	10506
怖	10495
鹏	10471
痴	10469
填	10460
鲍	10443
绘	10422
糖	10417
扭	10412
劣	10405
赢	10401
缴	10396
巾	10393
酷	10389
谅	10368
扮	10363
贱	10354
疆	10347
鹰	10340
泊	10301
聘	10301
芝	10286
磁	10261
诞	10256
焚	10203
侄	10155
菌	10146
缠	10132
拦	10130
朴	10112
厥	10109
纽	10101
柯	10100
炉	10100
溜	10077
抄	10030
趁	10029
耻	10021
渴	10010
衔	10001
档	9997
罕	9994
拼	9990
鞭	9986
娶	9952
蒲	9926
倚	9923
秒	9921
匠	9920
夸	9889
咽	9873
岗	9856
逸	9845
伞	9830
傲	9808
挣	9723
颠	9688
寓	9673
挖	9672
串	9669
蜂	9666
顽	9636
渠	9632
啥	9632
牺	9623
翔	9622
屠	9611
巫	9604
窝	9599
兀	9597
辄	9595
刷	9566
址	9563
歼	9562
挡	9558
肆	9557
谒	9549
函	9547
簿	9517
悠	9505
昼	9505
饱	9498
艳	9471
骄	9432
灌	9429
娃	9426
寝	9418
坠	9407
剥	9390
睁	9380
腔	9350
廊	9338
涛	9324
鹤	9320
罩	9318
盆	9309
囚	9292
祠	9292
衍	9279
扔	9273
隋	9244
璃	9243
帘	9241
烛	9241
赌	9239
凑	9231
冈	9231
菩	9230
龟	9214
媳	9212
眠	9182
俘	9175
钩	9174
绵	9173
袍	9160
苟	9150
旬	9131
癌	9117
耸	9111
狭	9096
诈	9085
陀	9084
姜	9080
後	9063
驳	9057
轩	9056
蕃	9043
遮	9018
蓄	9016
樱	9010
玲	9008
衫	9006
匪	9000
挨	8973
巢	8971
拆	8945
纤	8928
砍	8923
胎	8919
厮	8917
柜	8872
哦	8860
壳	8857
擅	8853
铭	8837
婴	8834
铃	8827
嘱	8818
糟	8808
棋	8797
彪	8794
尿	8778
杭	8766
硃	8758
茨	8753
厨	8751
叩	8750
愧	8744
饲	8731
贬	8706
肖	8693
衷	8684
颤	8680
俯	8679
骤	8672
逮	8663
逾	8634
暮	8604
庐	8603
裴	8591
媚	8589
捧	8574
畅	8561
黛	8548
喘	8537
矩	8499
坊	8498
棍	8485
抹	8467
胃	8464
杆	8455
膀	8444
皱	8440
爽	8433
莉	8410
氧	8407
谊	8397
柄	8390
栏	8380
盒	8379
孕	8372
躬	8363
苑	8362
摘	8358
哼	8350
诵	8348
滩	8307
钞	8303
猿	8293
猩	8291
傻	8290
卵	8279
拱	8255
塘	8250
毋	8231
冢	8217
绢	8212
薪	8206
碑	8200
挽	8197
谭	8196
亨	8182
堤	8174
坟	8160
喂	8157
妆	8128
枯	8124
眨	8116
盯	8115
颈	8110
婢	8110
盼	8101
棒	8100
惶	8096
嚷	8087
愉	8058
肺	8041
棉	8018
禧	8008
隙	8001
霜	7999
坑	7982
煌	7974
崖	7958
浴	7958
裤	7956
惹	7935
吻	7932
氛	7903
臭	7901
吵	7900
恳	7888
捐	7885
闯	7877
翅	7868
懒	7862
胶	7855
膜	7848
惺	7843
祈	7833
舜	7828
蜜	7799
募	7789
慨	7777
冻	7776
喉	7774
泡	7771
鄙	7748
叉	7743
亩	7739
钗	7732
擢	7721
脆	7713
洒	7707
喻	7691
瞪	7664
窦	7645
甜	7636
帛	7635
雀	7635
棺	7622
矢	7619
莽	7607
斑	7602
拐	7596
浚	7590
矮	7585
姬	7575
滥	7574
筒	7566
蓬	7540
硕	7532
瞬	7529
锅	7521
叠	7514
帖	7512
壶	7509
纱	7504
薨	7496
垒	7481
魁	7464
摧	7462
虹	7449
枕	7445
茅	7433
俭	7412
蝶	7403
麟	7400
剪	7396
凄	7394
颂	7393
豹	7384
俟	7383
逝	7377
讶	7366
庵	7339
掘	7337
禽	7336
昧	7310
阎	7308
猴	7300
澄	7289
匡	7284
塑	7282
吁	7280
脂	7276
伺	7271
匈	7270
雁	7267
滞	7243
漆	7236
乖	7233
旺	7229
傍	7212
鸭	7205
弼	7198
倦	7197
铸	7196
膝	7195
颁	7190
歧	7156
尧	7149
谎	7141
攀	7141
棵	7134
粟	7120
劾	7112
仑	7101
祐	7092
瞒	7088
谐	7087
敛	7086
颖	7057
倡	7054
